timestamp,ip_address,username,login_outcome,request_source,session_id
2025-03-01 08:01:00,192.168.1.10,alice,success,web,sess_001
2025-03-01 08:02:00,192.168.1.11,bob,success,web,sess_002
2025-03-01 08:03:00,192.168.1.12,carol,failure,web,sess_003
2025-03-01 08:03:10,192.168.1.12,carol,failure,web,sess_003
2025-03-01 08:03:20,192.168.1.12,carol,failure,web,sess_003
2025-03-01 08:03:30,192.168.1.12,carol,failure,web,sess_003
2025-03-01 08:03:40,192.168.1.12,carol,failure,web,sess_003
2025-03-01 08:03:50,192.168.1.12,carol,failure,web,sess_003
2025-03-01 08:04:00,192.168.1.12,carol,failure,web,sess_003
2025-03-01 08:04:10,192.168.1.12,carol,failure,web,sess_003
2025-03-01 08:04:20,192.168.1.12,carol,failure,web,sess_003
2025-03-01 08:04:30,192.168.1.12,carol,failure,web,sess_003
2025-03-01 08:04:40,192.168.1.12,carol,success,web,sess_003
2025-03-01 09:00:00,10.0.0.5,dave,success,api,sess_010
2025-03-01 09:05:00,10.0.0.6,eve,failure,api,sess_011
2025-03-01 09:05:10,10.0.0.7,frank,failure,api,sess_012
2025-03-01 09:05:20,10.0.0.8,grace,failure,api,sess_013
2025-03-01 09:05:30,10.0.0.9,henry,failure,api,sess_014
2025-03-01 09:05:40,10.0.0.10,irene,failure,api,sess_015
2025-03-01 09:05:50,10.0.0.11,jack,failure,api,sess_016
2025-03-01 09:06:00,10.0.0.12,karen,failure,api,sess_017
2025-03-01 09:06:10,10.0.0.13,leo,failure,api,sess_018
2025-03-01 09:06:20,10.0.0.14,mary,failure,api,sess_019
2025-03-01 09:06:30,10.0.0.15,nick,failure,api,sess_020
2025-03-01 10:00:00,172.16.0.1,alice,success,web,sess_030
2025-03-01 10:01:00,172.16.0.1,alice,failure,web,sess_031
2025-03-01 10:02:00,172.16.0.1,alice,failure,web,sess_031
2025-03-01 10:03:00,172.16.0.2,bob,failure,web,sess_032
2025-03-01 10:04:00,172.16.0.3,carol,failure,web,sess_033
2025-03-01 10:05:00,172.16.0.4,dave,failure,web,sess_034
2025-03-01 11:00:00,192.168.1.20,oscar,success,web,sess_040
2025-03-01 11:30:00,192.168.1.21,paula,success,web,sess_041
2025-03-01 12:00:00,192.168.1.22,quinn,success,web,sess_042
