timestamp,ip_address,username,login_outcome,request_source,session_id
2014-12-10 00:02:08,203.0.113.97,kiosk_2_0,success,web,sess_6769
2014-12-10 00:04:00,203.0.113.26,user2104,failure,web,sess_6746
2014-12-10 00:04:15,203.0.113.26,user6413,failure,web,sess_3503
2014-12-10 00:04:30,203.0.113.26,user9423,failure,web,sess_7371
2014-12-10 00:04:45,203.0.113.26,user5562,failure,web,sess_7903
2014-12-10 00:05:00,203.0.113.26,user5562,failure,web,sess_5109
2014-12-10 00:05:15,203.0.113.26,user4510,failure,web,sess_8248
2014-12-10 00:06:08,203.0.113.97,kiosk_2_1,success,web,sess_7460
2014-12-10 00:07:00,203.0.113.84,emp_4_0,success,web,sess_8285
2014-12-10 00:10:00,203.0.113.84,emp_4_1,success,web,sess_2007
2014-12-10 00:10:08,203.0.113.97,kiosk_2_2,success,web,sess_5620
2014-12-10 00:11:00,203.0.113.84,emp_4_2,success,web,sess_5668
2014-12-10 00:13:00,203.0.113.84,emp_4_3,success,web,sess_7884
2014-12-10 00:14:08,203.0.113.97,kiosk_2_3,success,web,sess_5172
2014-12-10 00:16:00,203.0.113.84,emp_4_4,success,web,sess_1757
2014-12-10 00:18:08,203.0.113.97,kiosk_2_4,success,web,sess_7823
2014-12-10 00:21:00,203.0.113.64,user_14,success,web,sess_7043
2014-12-10 00:24:00,203.0.113.35,victim1,failure,web,sess_6733
2014-12-10 00:25:10,203.0.113.35,victim2,failure,web,sess_8267
2014-12-10 00:26:20,203.0.113.35,victim3,failure,web,sess_6623
2014-12-10 00:46:00,203.0.113.23,user3927,failure,web,sess_5117
2014-12-10 00:46:20,203.0.113.23,user5889,failure,web,sess_9609
2014-12-10 00:46:40,203.0.113.23,user3504,failure,web,sess_1617
2014-12-10 00:47:00,203.0.113.23,user3504,failure,web,sess_7862
2014-12-10 00:47:20,203.0.113.23,user3646,failure,web,sess_4987
2014-12-10 00:47:40,203.0.113.23,user6310,failure,web,sess_3990
2014-12-10 00:48:00,203.0.113.8,admin,failure,web,sess_7416
2014-12-10 00:48:00,203.0.113.23,user6310,failure,web,sess_4783
2014-12-10 00:48:14,203.0.113.8,admin,failure,web,sess_9601
2014-12-10 00:48:20,203.0.113.23,user1319,failure,web,sess_8099
2014-12-10 00:48:28,203.0.113.8,admin,failure,web,sess_2236
2014-12-10 00:48:40,203.0.113.23,user6947,failure,web,sess_7669
2014-12-10 00:48:42,203.0.113.8,admin,failure,web,sess_8885
2014-12-10 00:48:56,203.0.113.8,admin,failure,web,sess_9368
2014-12-10 00:49:00,203.0.113.23,user6947,failure,web,sess_2424
2014-12-10 00:49:10,203.0.113.8,admin,failure,web,sess_8412
2014-12-10 00:49:24,203.0.113.8,admin,failure,web,sess_7178
2014-12-10 00:49:38,203.0.113.8,admin,failure,web,sess_8529
2014-12-10 00:49:52,203.0.113.8,admin,failure,web,sess_9606
2014-12-10 00:50:06,203.0.113.8,admin,failure,web,sess_7276
2014-12-10 00:50:20,203.0.113.8,admin,failure,web,sess_8476
2014-12-10 00:50:34,203.0.113.8,admin,failure,web,sess_5808
2014-12-10 00:50:48,203.0.113.8,admin,failure,web,sess_7491
2014-12-10 00:51:02,203.0.113.8,admin,failure,web,sess_5601
2014-12-10 00:51:16,203.0.113.8,admin,failure,web,sess_6607
2014-12-10 01:02:00,203.0.113.49,ceo_account,failure,web,sess_1468
2014-12-10 01:04:00,203.0.113.48,finance_admin,failure,web,sess_5481
2014-12-10 01:16:00,203.0.113.50,finance_admin,failure,web,sess_2457
2014-12-10 01:33:00,203.0.113.47,ceo_account,failure,web,sess_3204
2014-12-10 01:37:00,203.0.113.43,stolen_acct1,success,web,sess_5935
2014-12-10 01:37:14,203.0.113.43,stolen_acct2,success,web,sess_2185
2014-12-10 01:37:28,203.0.113.43,stolen_acct3,success,web,sess_3305
2014-12-10 01:37:42,203.0.113.43,stolen_acct4,success,web,sess_7655
2014-12-10 01:37:56,203.0.113.43,stolen_acct5,success,web,sess_4699
2014-12-10 01:38:10,203.0.113.43,stolen_acct6,success,web,sess_9982
2014-12-10 01:38:24,203.0.113.43,stolen_acct7,success,web,sess_9724
2014-12-10 01:38:38,203.0.113.43,stolen_acct8,success,web,sess_1195
2014-12-10 01:38:52,203.0.113.43,stolen_acct9,success,web,sess_9768
2014-12-10 01:39:06,203.0.113.43,stolen_acct10,success,web,sess_5695
2014-12-10 01:45:00,203.0.113.86,emp_6_0,success,web,sess_6287
2014-12-10 01:46:00,203.0.113.12,sysadmin,failure,web,sess_9425
2014-12-10 01:47:00,203.0.113.12,sysadmin,failure,web,sess_5774
2014-12-10 01:47:00,203.0.113.86,emp_6_1,success,web,sess_4252
2014-12-10 01:48:00,203.0.113.12,sysadmin,failure,web,sess_8295
2014-12-10 01:49:00,203.0.113.12,sysadmin,failure,web,sess_1406
2014-12-10 01:50:00,203.0.113.86,emp_6_2,success,web,sess_2719
2014-12-10 01:52:00,203.0.113.86,emp_6_3,success,web,sess_5296
2014-12-10 01:53:00,203.0.113.86,emp_6_4,success,web,sess_7799
2014-12-10 02:00:00,203.0.113.51,user_1,success,web,sess_1295
2014-12-10 02:02:00,203.0.113.17,admin,failure,web,sess_9758
2014-12-10 02:03:00,203.0.113.17,admin,failure,web,sess_3911
2014-12-10 02:04:00,203.0.113.17,admin,failure,web,sess_3055
2014-12-10 02:05:00,203.0.113.17,admin,failure,web,sess_9666
2014-12-10 02:35:00,203.0.113.14,sysadmin,failure,web,sess_7148
2014-12-10 02:36:00,203.0.113.14,sysadmin,failure,web,sess_5572
2014-12-10 02:37:00,203.0.113.14,sysadmin,failure,web,sess_4205
2014-12-10 02:38:00,203.0.113.14,sysadmin,failure,web,sess_7765
2014-12-10 02:40:00,203.0.113.63,user_13,success,web,sess_6494
2014-12-10 02:44:00,203.0.113.69,typo_usr5,failure,web,sess_3383
2014-12-10 02:44:11,203.0.113.69,typo_usr5,success,web,sess_3379
2014-12-10 02:48:00,203.0.113.29,victim1,failure,web,sess_5850
2014-12-10 02:49:10,203.0.113.29,victim2,failure,web,sess_7729
2014-12-10 02:50:20,203.0.113.29,victim3,failure,web,sess_3486
2014-12-10 02:54:00,203.0.113.19,user7227,failure,web,sess_4902
2014-12-10 02:54:13,203.0.113.19,user7227,failure,web,sess_7662
2014-12-10 02:54:26,203.0.113.19,user8428,failure,web,sess_7120
2014-12-10 02:54:39,203.0.113.19,user8428,failure,web,sess_8205
2014-12-10 02:54:52,203.0.113.19,user3664,failure,web,sess_4477
2014-12-10 02:55:05,203.0.113.19,user3664,failure,web,sess_1384
2014-12-10 02:55:18,203.0.113.19,user6820,failure,web,sess_1706
2014-12-10 02:55:31,203.0.113.19,user5374,failure,web,sess_5010
2014-12-10 02:55:44,203.0.113.19,user3803,failure,web,sess_1248
2014-12-10 03:04:00,203.0.113.52,user_2,success,web,sess_6299
2014-12-10 03:05:00,203.0.113.10,root,failure,web,sess_6251
2014-12-10 03:05:13,203.0.113.10,root,failure,web,sess_9714
2014-12-10 03:05:26,203.0.113.10,root,failure,web,sess_4289
2014-12-10 03:05:39,203.0.113.10,root,failure,web,sess_8065
2014-12-10 03:05:52,203.0.113.10,root,failure,web,sess_7688
2014-12-10 03:06:05,203.0.113.10,root,failure,web,sess_3101
2014-12-10 03:06:18,203.0.113.10,root,failure,web,sess_6181
2014-12-10 03:06:31,203.0.113.10,root,failure,web,sess_6046
2014-12-10 03:06:44,203.0.113.10,root,failure,web,sess_5888
2014-12-10 03:06:57,203.0.113.10,root,failure,web,sess_2415
2014-12-10 03:08:00,203.0.113.58,user_8,success,web,sess_4307
2014-12-10 03:29:08,203.0.113.100,kiosk_5_0,success,web,sess_2714
2014-12-10 03:33:08,203.0.113.100,kiosk_5_1,success,web,sess_6274
2014-12-10 03:37:08,203.0.113.100,kiosk_5_2,success,web,sess_4379
2014-12-10 03:41:08,203.0.113.100,kiosk_5_3,success,web,sess_8733
2014-12-10 03:45:08,203.0.113.100,kiosk_5_4,success,web,sess_1508
2014-12-10 03:49:08,203.0.113.99,kiosk_4_0,success,web,sess_3674
2014-12-10 03:53:08,203.0.113.99,kiosk_4_1,success,web,sess_6579
2014-12-10 03:57:08,203.0.113.99,kiosk_4_2,success,web,sess_4293
2014-12-10 04:01:08,203.0.113.99,kiosk_4_3,success,web,sess_7280
2014-12-10 04:05:08,203.0.113.99,kiosk_4_4,success,web,sess_5683
2014-12-10 04:09:08,203.0.113.99,kiosk_4_5,success,web,sess_1901
2014-12-10 04:10:00,203.0.113.47,ceo_account,failure,web,sess_6583
2014-12-10 04:13:00,203.0.113.50,finance_admin,failure,web,sess_7680
2014-12-10 04:15:00,203.0.113.48,finance_admin,failure,web,sess_1249
2014-12-10 04:39:00,203.0.113.49,ceo_account,failure,web,sess_2547
2014-12-10 04:40:00,203.0.113.65,typo_usr1,failure,web,sess_7960
2014-12-10 04:40:07,203.0.113.65,typo_usr1,failure,web,sess_2362
2014-12-10 04:40:18,203.0.113.65,typo_usr1,success,web,sess_6062
2014-12-10 05:24:00,203.0.113.34,victim1,failure,web,sess_2448
2014-12-10 05:25:10,203.0.113.34,victim2,failure,web,sess_5758
2014-12-10 05:26:00,203.0.113.79,typo_usr15,failure,web,sess_1944
2014-12-10 05:26:11,203.0.113.79,typo_usr15,success,web,sess_2533
2014-12-10 05:26:20,203.0.113.34,victim3,failure,web,sess_8942
2014-12-10 05:29:00,203.0.113.20,user4598,failure,web,sess_3329
2014-12-10 05:29:16,203.0.113.20,user4598,failure,web,sess_5080
2014-12-10 05:29:32,203.0.113.20,user1916,failure,web,sess_4114
2014-12-10 05:29:48,203.0.113.20,user1525,failure,web,sess_8284
2014-12-10 05:30:04,203.0.113.20,user1525,failure,web,sess_2715
2014-12-10 05:30:20,203.0.113.20,user7572,failure,web,sess_9709
2014-12-10 05:30:36,203.0.113.20,user7572,failure,web,sess_2695
2014-12-10 05:30:52,203.0.113.20,user2084,failure,web,sess_7496
2014-12-10 05:31:08,203.0.113.20,user6155,failure,web,sess_5587
2014-12-10 05:31:24,203.0.113.20,user9179,failure,web,sess_8660
2014-12-10 05:31:40,203.0.113.20,user9179,failure,web,sess_4640
2014-12-10 05:31:56,203.0.113.20,user8517,failure,web,sess_8826
