timestamp,ip_address,username,login_outcome,request_source,session_id
2025-04-01 07:35:00,203.0.113.49,ceo_account,failure,web,sess_6621
2025-04-01 10:09:00,203.0.113.49,ceo_account,failure,web,sess_3937
2025-04-01 13:17:00,203.0.113.49,ceo_account,failure,web,sess_3632
2025-04-01 15:04:00,203.0.113.53,user_3,success,web,sess_9587
2025-04-01 15:16:00,203.0.113.66,typo_usr2,failure,web,sess_9342
2025-04-01 15:16:11,203.0.113.66,typo_usr2,success,web,sess_1148
2025-04-01 16:18:00,203.0.113.49,ceo_account,failure,web,sess_1326
2025-04-01 17:24:00,203.0.113.28,user5345,failure,web,sess_9249
2025-04-01 17:24:18,203.0.113.28,user5345,failure,web,sess_8567
2025-04-01 17:24:36,203.0.113.28,user5673,failure,web,sess_1881
2025-04-01 17:24:54,203.0.113.28,user5673,failure,web,sess_7627
2025-04-01 17:25:12,203.0.113.28,user8973,failure,web,sess_5515
2025-04-01 17:25:30,203.0.113.28,user4111,failure,web,sess_1593
2025-04-01 17:25:48,203.0.113.28,user4111,failure,web,sess_9493
2025-04-01 17:26:06,203.0.113.28,user4566,failure,web,sess_6878
2025-04-01 17:47:00,203.0.113.58,user_8,success,web,sess_9951
2025-04-01 18:25:00,203.0.113.63,user_13,success,web,sess_9056
2025-04-01 18:53:00,203.0.113.91,healthcheck,success,api,sess_4980
2025-04-01 18:53:25,203.0.113.91,healthcheck,success,api,sess_2264
2025-04-01 18:53:50,203.0.113.91,healthcheck,success,api,sess_2467
2025-04-01 18:54:15,203.0.113.91,healthcheck,success,api,sess_4318
2025-04-01 18:54:40,203.0.113.91,healthcheck,success,api,sess_7301
2025-04-01 18:55:05,203.0.113.91,healthcheck,success,api,sess_9419
2025-04-01 18:55:30,203.0.113.91,healthcheck,success,api,sess_5397
2025-04-01 18:55:55,203.0.113.91,healthcheck,success,api,sess_5810
2025-04-01 18:56:20,203.0.113.91,healthcheck,success,api,sess_8509
2025-04-01 18:56:45,203.0.113.91,healthcheck,success,api,sess_9449
2025-04-01 18:57:10,203.0.113.91,healthcheck,success,api,sess_7954
2025-04-01 18:57:35,203.0.113.91,healthcheck,success,api,sess_4423
2025-04-01 19:14:00,203.0.113.24,user1344,failure,web,sess_5287
2025-04-01 19:14:17,203.0.113.24,user4608,failure,web,sess_4126
2025-04-01 19:14:34,203.0.113.24,user2163,failure,web,sess_4368
2025-04-01 19:14:51,203.0.113.24,user4750,failure,web,sess_5402
2025-04-01 19:15:08,203.0.113.24,user1514,failure,web,sess_9455
2025-04-01 19:15:25,203.0.113.24,user1514,failure,web,sess_4696
2025-04-01 19:37:00,203.0.113.37,svc_account,failure,web,sess_9419
2025-04-01 19:37:30,203.0.113.37,svc_account,failure,web,sess_1497
2025-04-01 19:38:00,203.0.113.37,svc_account,failure,web,sess_1993
2025-04-01 19:38:00,203.0.113.49,ceo_account,failure,web,sess_5411
2025-04-01 19:38:30,203.0.113.37,svc_account,failure,web,sess_4819
2025-04-01 19:55:00,203.0.113.85,emp_5_0,success,web,sess_2436
2025-04-01 19:56:00,203.0.113.85,emp_5_1,success,web,sess_8094
2025-04-01 19:59:00,203.0.113.85,emp_5_2,success,web,sess_5620
